cluster,city,item,ownership,underutilisation,income_group,age,gender,education
Bergen_0,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_1,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_2,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Secondary / vocational education
Bergen_3,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_4,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Secondary / vocational education
Bergen_5,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_6,Bergen,Vacuum cleaner,1,0.0,Around median,26–35,Man,Higher education
Bergen_7,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Secondary / vocational education
Bergen_8,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Bergen_9,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Other,Higher education
Bergen_10,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Man,Higher education
Bergen_11,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_12,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_13,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_14,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_15,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_16,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Man,Higher education
Bergen_17,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_18,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_19,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Man,Higher education
Bergen_20,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_21,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_22,Bergen,Vacuum cleaner,1,0.0,Around median,26–35,Woman,Secondary / vocational education
Bergen_23,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_24,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Man,Primary education
Bergen_25,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_26,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Man,Secondary / vocational education
Bergen_27,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_28,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_29,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Man,Primary education
Bergen_30,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_31,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_32,Bergen,Vacuum cleaner,1,1.0,Above median,56–65,Man,Higher education
Bergen_33,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Man,Primary education
Bergen_34,Bergen,Vacuum cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_35,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Man,Higher education
Bergen_36,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_37,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_38,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Secondary / vocational education
Bergen_39,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_40,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_41,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_42,Bergen,Vacuum cleaner,1,0.0,Around median,56–65,Man,Higher education
Bergen_43,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Primary education
Bergen_44,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_45,Bergen,Vacuum cleaner,1,0.0,Above median,65+,Woman,Higher education
Bergen_46,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Higher education
Bergen_47,Bergen,Vacuum cleaner,1,1.0,Above median,46–55,Man,Doctorate / PhD
Bergen_48,Bergen,Vacuum cleaner,1,0.0,Below median,18–25,Man,Secondary / vocational education
Bergen_49,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_50,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_51,Bergen,Vacuum cleaner,1,0.0,Around median,18–25,Woman,Secondary / vocational education
Bergen_52,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Secondary / vocational education
Bergen_53,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Man,Primary education
Bergen_54,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Doctorate / PhD
Bergen_55,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_56,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_57,Bergen,Vacuum cleaner,1,0.0,Above median,65+,Man,Secondary / vocational education
Bergen_58,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Doctorate / PhD
Bergen_59,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_60,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Other,Higher education
Bergen_61,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_62,Bergen,Vacuum cleaner,1,0.0,Around median,56–65,Man,Higher education
Bergen_63,Bergen,Vacuum cleaner,1,0.0,Around median,56–65,Prefer not to say,Higher education
Bergen_64,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_65,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_66,Bergen,Vacuum cleaner,0,,Around median,46–55,Woman,Secondary / vocational education
Bergen_67,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Man,Higher education
Bergen_68,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_69,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Bergen_70,Bergen,Vacuum cleaner,1,0.0,Around median,56–65,Woman,Higher education
Bergen_71,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_72,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_73,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_74,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_75,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_76,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_77,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_78,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_79,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_80,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_81,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_82,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Higher education
Bergen_83,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_84,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Bergen_85,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Higher education
Bergen_86,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Bergen_87,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_88,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_89,Bergen,Vacuum cleaner,1,0.0,Below median,65+,Woman,Secondary / vocational education
Bergen_90,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_91,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Man,Higher education
Bergen_92,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Man,Higher education
Bergen_93,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Doctorate / PhD
Bergen_94,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_95,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Doctorate / PhD
Bergen_96,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Man,Secondary / vocational education
Bergen_97,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_98,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_99,Bergen,Vacuum cleaner,1,0.0,Above median,65+,Man,Doctorate / PhD
Bergen_100,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Secondary / vocational education
Bergen_101,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_102,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_103,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_104,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Bergen_105,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_106,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_107,Bergen,Vacuum cleaner,1,0.0,Below median,18–25,Man,Higher education
Bergen_108,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_109,Bergen,Vacuum cleaner,1,1.0,Below median,36–45,Other,Higher education
Bergen_110,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_111,Bergen,Vacuum cleaner,1,0.0,Below median,65+,Woman,Secondary / vocational education
Bergen_112,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_113,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_114,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_115,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_116,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Secondary / vocational education
Bergen_117,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Doctorate / PhD
Bergen_118,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_119,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_120,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_121,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_122,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Man,Secondary / vocational education
Bergen_123,Bergen,Vacuum cleaner,1,0.0,Around median,26–35,Man,Higher education
Bergen_124,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_125,Bergen,Vacuum cleaner,1,0.0,Below median,65+,Woman,Higher education
Bergen_126,Bergen,Vacuum cleaner,1,0.0,Around median,56–65,Woman,Higher education
Bergen_127,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Man,Higher education
Bergen_128,Bergen,Vacuum cleaner,1,0.0,Below median,65+,Woman,Higher education
Bergen_129,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Bergen_130,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Bergen_131,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Man,Higher education
Bergen_132,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_133,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Higher education
Bergen_134,Bergen,Vacuum cleaner,1,0.0,Around median,56–65,Man,Secondary / vocational education
Bergen_135,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Higher education
Bergen_136,Bergen,Vacuum cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_137,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_138,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Secondary / vocational education
Bergen_139,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Bergen_140,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Man,Higher education
Bergen_141,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Higher education
Bergen_142,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_143,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_144,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Bergen_145,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Man,Higher education
Bergen_146,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_147,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_148,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_149,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Bergen_150,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_151,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_152,Bergen,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Higher education
Bergen_153,Bergen,Vacuum cleaner,0,,Above median,56–65,Man,Higher education
Bergen_154,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_155,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Secondary / vocational education
Bergen_156,Bergen,Vacuum cleaner,1,0.0,Below median,26–35,Man,Secondary / vocational education
Bergen_157,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_158,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_159,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_160,Bergen,Vacuum cleaner,1,0.0,Below median,65+,Woman,Secondary / vocational education
Bergen_161,Bergen,Vacuum cleaner,1,0.0,Below median,18–25,Woman,Secondary / vocational education
Bergen_162,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_163,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Man,Higher education
Bergen_164,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_165,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Man,Higher education
Bergen_166,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Bergen_167,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_168,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_169,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_170,Bergen,Vacuum cleaner,1,0.0,Below median,65+,Woman,Higher education
Bergen_171,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_172,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Doctorate / PhD
Bergen_173,Bergen,Vacuum cleaner,1,0.0,Below median,46–55,Woman,Higher education
Bergen_174,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Bergen_175,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_176,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Doctorate / PhD
Bergen_177,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Man,Doctorate / PhD
Bergen_178,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Other,Secondary / vocational education
Bergen_179,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Man,Higher education
Bergen_180,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Man,Secondary / vocational education
Bergen_181,Bergen,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Secondary / vocational education
Bergen_182,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_183,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_184,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_185,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Higher education
Bergen_186,Bergen,Vacuum cleaner,1,0.0,Above median,65+,Woman,Higher education
Bergen_187,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Higher education
Bergen_188,Bergen,Vacuum cleaner,1,0.0,,56–65,Woman,Higher education
Bergen_189,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_190,Bergen,Vacuum cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_191,Bergen,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Bergen_192,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_193,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_194,Bergen,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_195,Bergen,Vacuum cleaner,0,,Around median,46–55,Woman,Higher education
Bergen_196,Bergen,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_197,Bergen,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Bergen_198,Bergen,Vacuum cleaner,1,0.0,Around median,46–55,Man,Higher education
Bergen_199,Bergen,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_0,Bergen,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Bergen_1,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_2,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Bergen_3,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_4,Bergen,Steam cleaner,0,,Around median,46–55,Woman,Secondary / vocational education
Bergen_5,Bergen,Steam cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_6,Bergen,Steam cleaner,0,,Around median,26–35,Man,Higher education
Bergen_7,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Secondary / vocational education
Bergen_8,Bergen,Steam cleaner,1,1.0,Above median,46–55,Man,Higher education
Bergen_9,Bergen,Steam cleaner,0,,Below median,26–35,Other,Higher education
Bergen_10,Bergen,Steam cleaner,0,,Above median,26–35,Man,Higher education
Bergen_11,Bergen,Steam cleaner,0,,Above median,36–45,Man,Higher education
Bergen_12,Bergen,Steam cleaner,1,1.0,Above median,26–35,Woman,Higher education
Bergen_13,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_14,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_15,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Bergen_16,Bergen,Steam cleaner,0,,Below median,46–55,Man,Higher education
Bergen_17,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_18,Bergen,Steam cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_19,Bergen,Steam cleaner,0,,Above median,26–35,Man,Higher education
Bergen_20,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_21,Bergen,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Bergen_22,Bergen,Steam cleaner,0,,Around median,26–35,Woman,Secondary / vocational education
Bergen_23,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_24,Bergen,Steam cleaner,1,1.0,Around median,36–45,Man,Primary education
Bergen_25,Bergen,Steam cleaner,1,1.0,Above median,26–35,Woman,Higher education
Bergen_26,Bergen,Steam cleaner,0,,Above median,56–65,Man,Secondary / vocational education
Bergen_27,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_28,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_29,Bergen,Steam cleaner,0,,Below median,56–65,Man,Primary education
Bergen_30,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_31,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_32,Bergen,Steam cleaner,0,,Above median,56–65,Man,Higher education
Bergen_33,Bergen,Steam cleaner,0,,Below median,56–65,Man,Primary education
Bergen_34,Bergen,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_35,Bergen,Steam cleaner,0,,Above median,26–35,Man,Higher education
Bergen_36,Bergen,Steam cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_37,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_38,Bergen,Steam cleaner,1,1.0,Below median,36–45,Woman,Secondary / vocational education
Bergen_39,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_40,Bergen,Steam cleaner,1,0.0,Below median,26–35,Woman,Higher education
Bergen_41,Bergen,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_42,Bergen,Steam cleaner,0,,Around median,56–65,Man,Higher education
Bergen_43,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Primary education
Bergen_44,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_45,Bergen,Steam cleaner,0,,Above median,65+,Woman,Higher education
Bergen_46,Bergen,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Bergen_47,Bergen,Steam cleaner,0,,Above median,46–55,Man,Doctorate / PhD
Bergen_48,Bergen,Steam cleaner,0,,Below median,18–25,Man,Secondary / vocational education
Bergen_49,Bergen,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Bergen_50,Bergen,Steam cleaner,0,,Above median,36–45,Man,Higher education
Bergen_51,Bergen,Steam cleaner,0,,Around median,18–25,Woman,Secondary / vocational education
Bergen_52,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Secondary / vocational education
Bergen_53,Bergen,Steam cleaner,0,,Below median,56–65,Man,Primary education
Bergen_54,Bergen,Steam cleaner,0,,Above median,46–55,Man,Doctorate / PhD
Bergen_55,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_56,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_57,Bergen,Steam cleaner,1,1.0,Above median,65+,Man,Secondary / vocational education
Bergen_58,Bergen,Steam cleaner,0,,Above median,36–45,Man,Doctorate / PhD
Bergen_59,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Bergen_60,Bergen,Steam cleaner,0,,Above median,46–55,Other,Higher education
Bergen_61,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_62,Bergen,Steam cleaner,0,,Around median,56–65,Man,Higher education
Bergen_63,Bergen,Steam cleaner,0,,Around median,56–65,Prefer not to say,Higher education
Bergen_64,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_65,Bergen,Steam cleaner,1,1.0,Above median,36–45,Man,Higher education
Bergen_66,Bergen,Steam cleaner,0,,Around median,46–55,Woman,Secondary / vocational education
Bergen_67,Bergen,Steam cleaner,0,,Above median,26–35,Man,Higher education
Bergen_68,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_69,Bergen,Steam cleaner,0,,Above median,46–55,Man,Higher education
Bergen_70,Bergen,Steam cleaner,0,,Around median,56–65,Woman,Higher education
Bergen_71,Bergen,Steam cleaner,1,1.0,Around median,36–45,Woman,Higher education
Bergen_72,Bergen,Steam cleaner,1,0.0,Above median,36–45,Woman,Higher education
Bergen_73,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_74,Bergen,Steam cleaner,1,0.0,Below median,36–45,Woman,Higher education
Bergen_75,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_76,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_77,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_78,Bergen,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Bergen_79,Bergen,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Bergen_80,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_81,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_82,Bergen,Steam cleaner,1,1.0,Around median,46–55,Woman,Higher education
Bergen_83,Bergen,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_84,Bergen,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Bergen_85,Bergen,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Bergen_86,Bergen,Steam cleaner,0,,Above median,46–55,Man,Higher education
Bergen_87,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_88,Bergen,Steam cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_89,Bergen,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Bergen_90,Bergen,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_91,Bergen,Steam cleaner,0,,Above median,56–65,Man,Higher education
Bergen_92,Bergen,Steam cleaner,0,,Below median,36–45,Man,Higher education
Bergen_93,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Doctorate / PhD
Bergen_94,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_95,Bergen,Steam cleaner,1,0.0,Above median,46–55,Man,Doctorate / PhD
Bergen_96,Bergen,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Bergen_97,Bergen,Steam cleaner,1,1.0,Around median,36–45,Woman,Higher education
Bergen_98,Bergen,Steam cleaner,0,,Above median,36–45,Man,Higher education
Bergen_99,Bergen,Steam cleaner,0,,Above median,65+,Man,Doctorate / PhD
Bergen_100,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Secondary / vocational education
Bergen_101,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Doctorate / PhD
Bergen_102,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Bergen_103,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_104,Bergen,Steam cleaner,0,,Above median,46–55,Man,Higher education
Bergen_105,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_106,Bergen,Steam cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_107,Bergen,Steam cleaner,0,,Below median,18–25,Man,Higher education
Bergen_108,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_109,Bergen,Steam cleaner,0,,Below median,36–45,Other,Higher education
Bergen_110,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Doctorate / PhD
Bergen_111,Bergen,Steam cleaner,1,1.0,Below median,65+,Woman,Secondary / vocational education
Bergen_112,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_113,Bergen,Steam cleaner,1,0.0,Above median,46–55,Woman,Higher education
Bergen_114,Bergen,Steam cleaner,1,1.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_115,Bergen,Steam cleaner,1,1.0,Above median,26–35,Woman,Higher education
Bergen_116,Bergen,Steam cleaner,1,1.0,Below median,36–45,Woman,Secondary / vocational education
