cluster,city,item,ownership,underutilisation,income_group,age,gender,education
Antwerpen_60,Antwerpen,Party tent,0,,Above median,56–65,Woman,Secondary / vocational education
Antwerpen_61,Antwerpen,Party tent,0,,Above median,65+,Woman,Higher education
Antwerpen_62,Antwerpen,Party tent,0,,Below median,56–65,Woman,Secondary / vocational education
Antwerpen_63,Antwerpen,Party tent,0,,Above median,36–45,Woman,Higher education
Antwerpen_64,Antwerpen,Party tent,0,,Around median,26–35,Man,Higher education
Antwerpen_65,Antwerpen,Party tent,0,,Below median,36–45,Woman,Higher education
Antwerpen_66,Antwerpen,Party tent,0,,Below median,46–55,Woman,Higher education
Antwerpen_67,Antwerpen,Party tent,0,,Above median,65+,Woman,Secondary / vocational education
Antwerpen_68,Antwerpen,Party tent,1,1.0,Around median,65+,Man,Higher education
Antwerpen_69,Antwerpen,Party tent,0,,Above median,46–55,Woman,Higher education
Antwerpen_70,Antwerpen,Party tent,0,,Above median,46–55,Man,Secondary / vocational education
Antwerpen_71,Antwerpen,Party tent,0,,Around median,65+,Man,Doctorate / PhD
Antwerpen_72,Antwerpen,Party tent,0,,Above median,26–35,Woman,Higher education
Antwerpen_73,Antwerpen,Party tent,0,,Above median,36–45,Woman,Higher education
Antwerpen_74,Antwerpen,Party tent,0,,Above median,56–65,Woman,Secondary / vocational education
Antwerpen_75,Antwerpen,Party tent,0,,Below median,65+,Woman,Secondary / vocational education
Antwerpen_76,Antwerpen,Party tent,0,,Below median,65+,Woman,Higher education
Antwerpen_77,Antwerpen,Party tent,0,,Below median,46–55,Woman,Higher education
Antwerpen_78,Antwerpen,Party tent,0,,Below median,36–45,Woman,Higher education
Antwerpen_79,Antwerpen,Party tent,0,,Above median,36–45,Woman,Higher education
Antwerpen_80,Antwerpen,Party tent,0,,Below median,26–35,Woman,Higher education
Antwerpen_81,Antwerpen,Party tent,0,,Below median,56–65,Woman,Secondary / vocational education
Antwerpen_82,Antwerpen,Party tent,0,,Around median,36–45,Woman,Secondary / vocational education
Antwerpen_83,Antwerpen,Party tent,0,,Below median,65+,Woman,Higher education
Antwerpen_84,Antwerpen,Party tent,0,,Above median,65+,Woman,Higher education
Antwerpen_85,Antwerpen,Party tent,0,,Above median,18–25,Man,Higher education
Antwerpen_86,Antwerpen,Party tent,0,,Above median,56–65,Man,Higher education
Antwerpen_87,Antwerpen,Party tent,0,,Above median,46–55,Woman,Higher education
Antwerpen_88,Antwerpen,Party tent,0,,Below median,26–35,Woman,Higher education
Antwerpen_89,Antwerpen,Party tent,0,,Above median,46–55,Woman,Doctorate / PhD
Antwerpen_90,Antwerpen,Party tent,0,,Below median,46–55,Woman,Higher education
Antwerpen_91,Antwerpen,Party tent,0,,Above median,26–35,Woman,Higher education
Antwerpen_92,Antwerpen,Party tent,0,,Around median,46–55,Man,Higher education
Antwerpen_93,Antwerpen,Party tent,0,,Above median,46–55,Woman,Higher education
Antwerpen_94,Antwerpen,Party tent,0,,Below median,65+,Woman,Higher education
Antwerpen_95,Antwerpen,Party tent,0,,Below median,46–55,Woman,Secondary / vocational education
Antwerpen_96,Antwerpen,Party tent,0,,Above median,56–65,Man,Secondary / vocational education
Antwerpen_97,Antwerpen,Party tent,0,,Above median,26–35,Man,Higher education
Antwerpen_98,Antwerpen,Party tent,0,,Above median,46–55,Woman,Higher education
Antwerpen_99,Antwerpen,Party tent,1,1.0,Below median,56–65,Woman,Higher education
Antwerpen_100,Antwerpen,Party tent,0,,Above median,36–45,Man,Higher education
Antwerpen_101,Antwerpen,Party tent,0,,Below median,56–65,Woman,Secondary / vocational education
Antwerpen_102,Antwerpen,Party tent,0,,Above median,46–55,Man,Higher education
Antwerpen_103,Antwerpen,Party tent,0,,Below median,65+,Woman,Secondary / vocational education
Antwerpen_104,Antwerpen,Party tent,0,,Below median,56–65,Woman,Higher education
Antwerpen_105,Antwerpen,Party tent,0,,Above median,46–55,Woman,Doctorate / PhD
Antwerpen_106,Antwerpen,Party tent,0,,Below median,26–35,Woman,Higher education
Antwerpen_107,Antwerpen,Party tent,0,,Above median,36–45,Other,Higher education
Antwerpen_108,Antwerpen,Party tent,0,,Below median,46–55,Woman,Secondary / vocational education
Antwerpen_109,Antwerpen,Party tent,0,,Below median,26–35,Woman,Higher education
Antwerpen_110,Antwerpen,Party tent,0,,Above median,56–65,Woman,Higher education
Antwerpen_111,Antwerpen,Party tent,0,,Below median,56–65,Woman,Secondary / vocational education
Antwerpen_112,Antwerpen,Party tent,0,,Below median,65+,Woman,Primary education
Antwerpen_113,Antwerpen,Party tent,0,,Below median,46–55,Man,Secondary / vocational education
Antwerpen_114,Antwerpen,Party tent,0,,Above median,56–65,Woman,Higher education
Antwerpen_115,Antwerpen,Party tent,0,,Around median,65+,Man,Higher education
Antwerpen_116,Antwerpen,Party tent,0,,Above median,56–65,Woman,Higher education
Antwerpen_117,Antwerpen,Party tent,0,,Below median,56–65,Woman,Secondary / vocational education
Antwerpen_118,Antwerpen,Party tent,0,,Below median,56–65,Woman,Secondary / vocational education
Antwerpen_119,Antwerpen,Party tent,0,,Around median,65+,Woman,Higher education
Antwerpen_120,Antwerpen,Party tent,0,,Around median,56–65,Prefer not to say,Higher education
Antwerpen_121,Antwerpen,Party tent,0,,Above median,56–65,Woman,Higher education
Antwerpen_122,Antwerpen,Party tent,0,,Below median,65+,Man,Higher education
Antwerpen_123,Antwerpen,Party tent,0,,Around median,26–35,Man,Secondary / vocational education
Hamburg_0,Hamburg,Vacuum cleaner,1,0.0,Below median,18–25,Man,Secondary / vocational education
Hamburg_1,Hamburg,Vacuum cleaner,1,0.0,Around median,46–55,Man,Secondary / vocational education
Hamburg_2,Hamburg,Vacuum cleaner,1,0.0,Around median,56–65,Man,Secondary / vocational education
Hamburg_3,Hamburg,Vacuum cleaner,1,0.0,Below median,65+,Woman,Secondary / vocational education
Hamburg_4,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_5,Hamburg,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Secondary / vocational education
Hamburg_6,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Hamburg_7,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Hamburg_8,Hamburg,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Hamburg_9,Hamburg,Vacuum cleaner,1,0.0,Below median,26–35,Man,Higher education
Hamburg_10,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Hamburg_11,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Hamburg_12,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Hamburg_13,Hamburg,Vacuum cleaner,1,0.0,Below median,65+,Woman,Higher education
Hamburg_14,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_15,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_16,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_17,Hamburg,Vacuum cleaner,1,0.0,Above median,26–35,Woman,Higher education
Hamburg_18,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Man,Secondary / vocational education
Hamburg_19,Hamburg,Vacuum cleaner,1,0.0,Around median,26–35,Woman,Higher education
Hamburg_20,Hamburg,Vacuum cleaner,1,0.0,Below median,65+,Man,Higher education
Hamburg_21,Hamburg,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Secondary / vocational education
Hamburg_22,Hamburg,Vacuum cleaner,1,0.0,Around median,56–65,Woman,Secondary / vocational education
Hamburg_23,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Man,Secondary / vocational education
Hamburg_24,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Hamburg_25,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_26,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_27,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Secondary / vocational education
Hamburg_28,Hamburg,Vacuum cleaner,1,0.0,Below median,46–55,Man,Higher education
Hamburg_29,Hamburg,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Secondary / vocational education
Hamburg_30,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Hamburg_31,Hamburg,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Doctorate / PhD
Hamburg_32,Hamburg,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Hamburg_33,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Man,Doctorate / PhD
Hamburg_34,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Prefer not to say,Doctorate / PhD
Hamburg_35,Hamburg,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Secondary / vocational education
Hamburg_36,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Hamburg_37,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Doctorate / PhD
Hamburg_38,Hamburg,Vacuum cleaner,1,0.0,Below median,26–35,Woman,Higher education
Hamburg_39,Hamburg,Vacuum cleaner,1,0.0,Below median,65+,Woman,Higher education
Hamburg_40,Hamburg,Vacuum cleaner,1,0.0,Below median,65+,Man,Higher education
Hamburg_41,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Doctorate / PhD
Hamburg_42,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Woman,Higher education
Hamburg_43,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_44,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Hamburg_45,Hamburg,Vacuum cleaner,1,0.0,Below median,36–45,Woman,Higher education
Hamburg_46,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Hamburg_47,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Hamburg_48,Hamburg,Vacuum cleaner,1,0.0,Below median,65+,Other,Secondary / vocational education
Hamburg_49,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_50,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Hamburg_51,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Hamburg_52,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_53,Hamburg,Vacuum cleaner,1,0.0,Around median,56–65,Woman,Higher education
Hamburg_54,Hamburg,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Hamburg_55,Hamburg,Vacuum cleaner,1,0.0,Around median,46–55,Woman,Higher education
Hamburg_56,Hamburg,Vacuum cleaner,0,,Above median,26–35,Woman,Secondary / vocational education
Hamburg_57,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Man,Higher education
Hamburg_58,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Hamburg_59,Hamburg,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Secondary / vocational education
Hamburg_60,Hamburg,Vacuum cleaner,1,0.0,Below median,36–45,Man,Secondary / vocational education
Hamburg_61,Hamburg,Vacuum cleaner,1,0.0,Below median,65+,Woman,Secondary / vocational education
Hamburg_62,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_63,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Man,Higher education
Hamburg_64,Hamburg,Vacuum cleaner,1,0.0,Above median,56–65,Man,Higher education
Hamburg_65,Hamburg,Vacuum cleaner,1,0.0,Below median,56–65,Woman,Secondary / vocational education
Hamburg_66,Hamburg,Vacuum cleaner,1,0.0,Above median,65+,Woman,Secondary / vocational education
Hamburg_67,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Hamburg_68,Hamburg,Vacuum cleaner,1,0.0,Below median,36–45,Man,Doctorate / PhD
Hamburg_69,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Woman,Higher education
Hamburg_70,Hamburg,Vacuum cleaner,1,0.0,Around median,36–45,Woman,Higher education
Hamburg_71,Hamburg,Vacuum cleaner,1,0.0,Above median,65+,Man,Higher education
Hamburg_72,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Hamburg_73,Hamburg,Vacuum cleaner,1,0.0,Above median,65+,Man,Doctorate / PhD
Hamburg_74,Hamburg,Vacuum cleaner,1,0.0,Around median,56–65,Prefer not to say,Secondary / vocational education
Hamburg_75,Hamburg,Vacuum cleaner,1,0.0,Above median,36–45,Man,Higher education
Hamburg_76,Hamburg,Vacuum cleaner,1,0.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_77,Hamburg,Vacuum cleaner,1,0.0,Around median,36–45,Man,Secondary / vocational education
Hamburg_78,Hamburg,Vacuum cleaner,1,1.0,Above median,65+,Woman,Higher education
Hamburg_0,Hamburg,Steam cleaner,0,,Below median,18–25,Man,Secondary / vocational education
Hamburg_1,Hamburg,Steam cleaner,0,,Around median,46–55,Man,Secondary / vocational education
Hamburg_2,Hamburg,Steam cleaner,0,,Around median,56–65,Man,Secondary / vocational education
Hamburg_3,Hamburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Hamburg_4,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Hamburg_5,Hamburg,Steam cleaner,1,1.0,Below median,36–45,Woman,Secondary / vocational education
Hamburg_6,Hamburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Hamburg_7,Hamburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Hamburg_8,Hamburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Hamburg_9,Hamburg,Steam cleaner,0,,Below median,26–35,Man,Higher education
Hamburg_10,Hamburg,Steam cleaner,1,1.0,Above median,36–45,Man,Higher education
Hamburg_11,Hamburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Hamburg_12,Hamburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Hamburg_13,Hamburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Hamburg_14,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Hamburg_15,Hamburg,Steam cleaner,1,1.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_16,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Hamburg_17,Hamburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Hamburg_18,Hamburg,Steam cleaner,0,,Above median,56–65,Man,Secondary / vocational education
Hamburg_19,Hamburg,Steam cleaner,0,,Around median,26–35,Woman,Higher education
Hamburg_20,Hamburg,Steam cleaner,0,,Below median,65+,Man,Higher education
Hamburg_21,Hamburg,Steam cleaner,0,,Around median,46–55,Woman,Secondary / vocational education
Hamburg_22,Hamburg,Steam cleaner,0,,Around median,56–65,Woman,Secondary / vocational education
Hamburg_23,Hamburg,Steam cleaner,0,,Above median,46–55,Man,Secondary / vocational education
Hamburg_24,Hamburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Hamburg_25,Hamburg,Steam cleaner,1,1.0,Above median,46–55,Woman,Higher education
Hamburg_26,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Hamburg_27,Hamburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Hamburg_28,Hamburg,Steam cleaner,0,,Below median,46–55,Man,Higher education
Hamburg_29,Hamburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Hamburg_30,Hamburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Hamburg_31,Hamburg,Steam cleaner,0,,Below median,56–65,Woman,Doctorate / PhD
Hamburg_32,Hamburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Hamburg_33,Hamburg,Steam cleaner,0,,Above median,56–65,Man,Doctorate / PhD
Hamburg_34,Hamburg,Steam cleaner,0,,Above median,36–45,Prefer not to say,Doctorate / PhD
Hamburg_35,Hamburg,Steam cleaner,1,1.0,Around median,36–45,Woman,Secondary / vocational education
Hamburg_36,Hamburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Hamburg_37,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Doctorate / PhD
Hamburg_38,Hamburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Hamburg_39,Hamburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Hamburg_40,Hamburg,Steam cleaner,0,,Below median,65+,Man,Higher education
Hamburg_41,Hamburg,Steam cleaner,0,,Above median,56–65,Woman,Doctorate / PhD
Hamburg_42,Hamburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Hamburg_43,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Hamburg_44,Hamburg,Steam cleaner,0,,Above median,46–55,Man,Higher education
Hamburg_45,Hamburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Hamburg_46,Hamburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Hamburg_47,Hamburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Hamburg_48,Hamburg,Steam cleaner,0,,Below median,65+,Other,Secondary / vocational education
Hamburg_49,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Hamburg_50,Hamburg,Steam cleaner,0,,Above median,36–45,Woman,Doctorate / PhD
Hamburg_51,Hamburg,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Hamburg_52,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Hamburg_53,Hamburg,Steam cleaner,1,1.0,Around median,56–65,Woman,Higher education
Hamburg_54,Hamburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Hamburg_55,Hamburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Hamburg_56,Hamburg,Steam cleaner,0,,Above median,26–35,Woman,Secondary / vocational education
Hamburg_57,Hamburg,Steam cleaner,0,,Above median,46–55,Man,Higher education
Hamburg_58,Hamburg,Steam cleaner,0,,Above median,36–45,Woman,Doctorate / PhD
Hamburg_59,Hamburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Hamburg_60,Hamburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Hamburg_61,Hamburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Hamburg_62,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Hamburg_63,Hamburg,Steam cleaner,0,,Above median,56–65,Man,Higher education
Hamburg_64,Hamburg,Steam cleaner,0,,Above median,56–65,Man,Higher education
Hamburg_65,Hamburg,Steam cleaner,1,0.0,Below median,56–65,Woman,Secondary / vocational education
Hamburg_66,Hamburg,Steam cleaner,0,,Above median,65+,Woman,Secondary / vocational education
Hamburg_67,Hamburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Hamburg_68,Hamburg,Steam cleaner,1,0.0,Below median,36–45,Man,Doctorate / PhD
Hamburg_69,Hamburg,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Hamburg_70,Hamburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Hamburg_71,Hamburg,Steam cleaner,0,,Above median,65+,Man,Higher education
Hamburg_72,Hamburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Hamburg_73,Hamburg,Steam cleaner,0,,Above median,65+,Man,Doctorate / PhD
Hamburg_74,Hamburg,Steam cleaner,0,,Around median,56–65,Prefer not to say,Secondary / vocational education
Hamburg_75,Hamburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Hamburg_76,Hamburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Hamburg_77,Hamburg,Steam cleaner,1,1.0,Around median,36–45,Man,Secondary / vocational education
Hamburg_78,Hamburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Hamburg_0,Hamburg,Drill,1,1.0,Below median,18–25,Man,Secondary / vocational education
Hamburg_1,Hamburg,Drill,1,0.0,Around median,46–55,Man,Secondary / vocational education
Hamburg_2,Hamburg,Drill,1,0.0,Around median,56–65,Man,Secondary / vocational education
Hamburg_3,Hamburg,Drill,1,1.0,Below median,65+,Woman,Secondary / vocational education
Hamburg_4,Hamburg,Drill,1,1.0,Above median,46–55,Woman,Higher education
Hamburg_5,Hamburg,Drill,1,1.0,Below median,36–45,Woman,Secondary / vocational education
Hamburg_6,Hamburg,Drill,1,0.0,Above median,56–65,Woman,Higher education
Hamburg_7,Hamburg,Drill,1,0.0,Above median,36–45,Man,Higher education
Hamburg_8,Hamburg,Drill,1,1.0,Below median,26–35,Woman,Higher education
Hamburg_9,Hamburg,Drill,1,1.0,Below median,26–35,Man,Higher education
Hamburg_10,Hamburg,Drill,1,1.0,Above median,36–45,Man,Higher education
Hamburg_11,Hamburg,Drill,1,1.0,Above median,36–45,Man,Higher education
Hamburg_12,Hamburg,Drill,1,1.0,Above median,36–45,Woman,Higher education
Hamburg_13,Hamburg,Drill,1,1.0,Below median,65+,Woman,Higher education
Hamburg_14,Hamburg,Drill,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_15,Hamburg,Drill,1,1.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_16,Hamburg,Drill,0,,Above median,46–55,Woman,Secondary / vocational education
Hamburg_17,Hamburg,Drill,1,1.0,Above median,26–35,Woman,Higher education
Hamburg_18,Hamburg,Drill,1,1.0,Above median,56–65,Man,Secondary / vocational education
Hamburg_19,Hamburg,Drill,0,,Around median,26–35,Woman,Higher education
Hamburg_20,Hamburg,Drill,1,0.0,Below median,65+,Man,Higher education
Hamburg_21,Hamburg,Drill,1,1.0,Around median,46–55,Woman,Secondary / vocational education
Hamburg_22,Hamburg,Drill,1,0.0,Around median,56–65,Woman,Secondary / vocational education
Hamburg_23,Hamburg,Drill,1,1.0,Above median,46–55,Man,Secondary / vocational education
Hamburg_24,Hamburg,Drill,1,1.0,Above median,36–45,Woman,Higher education
Hamburg_25,Hamburg,Drill,1,1.0,Above median,46–55,Woman,Higher education
Hamburg_26,Hamburg,Drill,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_27,Hamburg,Drill,1,1.0,Above median,56–65,Woman,Secondary / vocational education
Hamburg_28,Hamburg,Drill,1,0.0,Below median,46–55,Man,Higher education
Hamburg_29,Hamburg,Drill,0,,Below median,56–65,Woman,Secondary / vocational education
Hamburg_30,Hamburg,Drill,1,1.0,Above median,56–65,Woman,Higher education
Hamburg_31,Hamburg,Drill,0,,Below median,56–65,Woman,Doctorate / PhD
Hamburg_32,Hamburg,Drill,1,0.0,Below median,26–35,Woman,Higher education
Hamburg_33,Hamburg,Drill,1,1.0,Above median,56–65,Man,Doctorate / PhD
Hamburg_34,Hamburg,Drill,1,1.0,Above median,36–45,Prefer not to say,Doctorate / PhD
Hamburg_35,Hamburg,Drill,1,0.0,Around median,36–45,Woman,Secondary / vocational education
Hamburg_36,Hamburg,Drill,1,0.0,Above median,36–45,Man,Higher education
Hamburg_37,Hamburg,Drill,1,1.0,Above median,46–55,Woman,Doctorate / PhD
Hamburg_38,Hamburg,Drill,0,,Below median,26–35,Woman,Higher education
Hamburg_39,Hamburg,Drill,0,,Below median,65+,Woman,Higher education
Hamburg_40,Hamburg,Drill,1,0.0,Below median,65+,Man,Higher education
Hamburg_41,Hamburg,Drill,1,1.0,Above median,56–65,Woman,Doctorate / PhD
Hamburg_42,Hamburg,Drill,1,1.0,Above median,56–65,Woman,Higher education
Hamburg_43,Hamburg,Drill,1,1.0,Above median,46–55,Woman,Higher education
Hamburg_44,Hamburg,Drill,0,,Above median,46–55,Man,Higher education
Hamburg_45,Hamburg,Drill,1,0.0,Below median,36–45,Woman,Higher education
Hamburg_46,Hamburg,Drill,1,1.0,Above median,36–45,Man,Higher education
Hamburg_47,Hamburg,Drill,1,1.0,Above median,36–45,Woman,Higher education
Hamburg_48,Hamburg,Drill,1,0.0,Below median,65+,Other,Secondary / vocational education
Hamburg_49,Hamburg,Drill,1,1.0,Above median,46–55,Woman,Higher education
Hamburg_50,Hamburg,Drill,1,1.0,Above median,36–45,Woman,Doctorate / PhD
Hamburg_51,Hamburg,Drill,1,0.0,Above median,36–45,Woman,Higher education
Hamburg_52,Hamburg,Drill,1,0.0,Above median,46–55,Woman,Higher education
Hamburg_53,Hamburg,Drill,1,0.0,Around median,56–65,Woman,Higher education
Hamburg_54,Hamburg,Drill,1,1.0,Around median,36–45,Woman,Higher education
Hamburg_55,Hamburg,Drill,1,1.0,Around median,46–55,Woman,Higher education
Hamburg_56,Hamburg,Drill,0,,Above median,26–35,Woman,Secondary / vocational education
Hamburg_57,Hamburg,Drill,1,0.0,Above median,46–55,Man,Higher education
Hamburg_58,Hamburg,Drill,0,,Above median,36–45,Woman,Doctorate / PhD
Hamburg_59,Hamburg,Drill,1,1.0,Below median,56–65,Woman,Secondary / vocational education
Hamburg_60,Hamburg,Drill,1,1.0,Below median,36–45,Man,Secondary / vocational education
Hamburg_61,Hamburg,Drill,1,1.0,Below median,65+,Woman,Secondary / vocational education
Hamburg_62,Hamburg,Drill,1,0.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_63,Hamburg,Drill,1,0.0,Above median,56–65,Man,Higher education
Hamburg_64,Hamburg,Drill,1,1.0,Above median,56–65,Man,Higher education
Hamburg_65,Hamburg,Drill,1,1.0,Below median,56–65,Woman,Secondary / vocational education
Hamburg_66,Hamburg,Drill,1,1.0,Above median,65+,Woman,Secondary / vocational education
Hamburg_67,Hamburg,Drill,1,1.0,Above median,36–45,Woman,Higher education
Hamburg_68,Hamburg,Drill,1,1.0,Below median,36–45,Man,Doctorate / PhD
Hamburg_69,Hamburg,Drill,1,1.0,Above median,36–45,Woman,Higher education
Hamburg_70,Hamburg,Drill,0,,Around median,36–45,Woman,Higher education
Hamburg_71,Hamburg,Drill,1,1.0,Above median,65+,Man,Higher education
Hamburg_72,Hamburg,Drill,0,,Above median,36–45,Man,Higher education
Hamburg_73,Hamburg,Drill,1,0.0,Above median,65+,Man,Doctorate / PhD
Hamburg_74,Hamburg,Drill,1,1.0,Around median,56–65,Prefer not to say,Secondary / vocational education
Hamburg_75,Hamburg,Drill,1,1.0,Above median,36–45,Man,Higher education
Hamburg_76,Hamburg,Drill,1,1.0,Above median,46–55,Woman,Secondary / vocational education
Hamburg_77,Hamburg,Drill,1,1.0,Around median,36–45,Man,Secondary / vocational education
Hamburg_78,Hamburg,Drill,1,1.0,Above median,65+,Woman,Higher education
Hamburg_0,Hamburg,Hand sander,0,,Below median,18–25,Man,Secondary / vocational education
Hamburg_1,Hamburg,Hand sander,0,,Around median,46–55,Man,Secondary / vocational education
Hamburg_2,Hamburg,Hand sander,1,1.0,Around median,56–65,Man,Secondary / vocational education
Hamburg_3,Hamburg,Hand sander,1,1.0,Below median,65+,Woman,Secondary / vocational education
Hamburg_4,Hamburg,Hand sander,0,,Above median,46–55,Woman,Higher education
Hamburg_5,Hamburg,Hand sander,0,,Below median,36–45,Woman,Secondary / vocational education
Hamburg_6,Hamburg,Hand sander,1,0.0,Above median,56–65,Woman,Higher education
Hamburg_7,Hamburg,Hand sander,1,1.0,Above median,36–45,Man,Higher education
Hamburg_8,Hamburg,Hand sander,1,1.0,Below median,26–35,Woman,Higher education
Hamburg_9,Hamburg,Hand sander,1,1.0,Below median,26–35,Man,Higher education
Hamburg_10,Hamburg,Hand sander,1,1.0,Above median,36–45,Man,Higher education
Hamburg_11,Hamburg,Hand sander,1,1.0,Above median,36–45,Man,Higher education
Hamburg_12,Hamburg,Hand sander,1,1.0,Above median,36–45,Woman,Higher education
